,Lemma,POS,meaning_en
870054,train,SPEC,
870503,tramps,SPEC,
870985,transkei,SPEC,
871701,trash,SPEC,
872276,treed,SPEC,
872303,trees,SPEC,
872351,treffers,SPEC,
872772,trekkies,SPEC,
872833,trekvogels,SPEC,
872953,trends,SPEC,
873086,treur,SPEC,
873389,triades,SPEC,
873399,trial,SPEC,
873776,trieste,SPEC,
873883,trilde,SPEC,
874187,triomfeert,SPEC,
874370,trippel,SPEC,
874380,trippelend,SPEC,
874989,trollen,SPEC,
875063,trombones,SPEC,
875700,trouwens,BW,
875730,trouwerijen,SPEC,
876036,truckers,SPEC,
876091,trucs,SPEC,
876992,tubes,SPEC,
877973,tuner,SPEC,
878111,tunnels,SPEC,
878465,turk,SPEC,
878497,turkey,SPEC,
878569,turn,SPEC,
878631,turners,SPEC,
878818,tussendoor,BW,
878843,tussenin,BW,
879639,tv-spots,SPEC,
879648,tv-stations,SPEC,
879847,twaalfde,SPEC,
879849,twaalfde,TW,
879868,twaalfhonderd,SPEC,
879870,twaalfhonderd,TW,
880480,tweeduizend,SPEC,
880482,tweeduizend,TW,
880541,tweehonderdduizend,TW,
880663,tweelingen,SPEC,
880720,tweelingzussen,SPEC,
880728,tweemaal,BW,
880730,tweemaal,SPEC,
880953,tweeën,BW,
880955,tweeën,SPEC,
880957,tweeën,TW,
880967,tweeëndertig,TW,
880990,tweeënnegentig,TW,
880994,tweeëntwintig,TW,
881001,tweeënveertig,TW,
881005,tweeënvijftig,TW,
881008,tweeënzestig,TW,
881010,tweeënzeventig,TW,
881110,twijfelachtige,SPEC,
881349,twintigduizend,TW,
883593,uilen,SPEC,
884356,uiteen,BW,
884506,uitermate,BW,
884741,uitgegaan,SPEC,
884769,uitgekookt,ADJ,
884774,uitgekookt,WW,
884776,uitgekozen,SPEC,
884781,uitgelaten,ADJ,
884783,uitgelaten,N,
884800,uitgelezen,ADJ,
884802,uitgelezen,N,
884804,uitgelezen,SPEC,
884904,uitgestotenen,SPEC,
884990,uitgewist,SPEC,
884996,uitgezogen,SPEC,
884998,uitgezonderd,SPEC,
887472,uitverkorenen,SPEC,
887506,uitvinders,SPEC,
887606,uitvoerend,SPEC,
887608,uitvoerend,TW,
888492,ulster,SPEC,
888584,ultieme,SPEC,
888776,ultraviolette,SPEC,
889545,uniforme,SPEC,
889655,unionisten,SPEC,
889798,units,SPEC,
889857,universele,SPEC,
889877,universitaire,SPEC,
890500,ups,SPEC,
890788,urinetests,SPEC,
891702,uwen,VNW,
891706,uwer,SPEC,
893178,vaginale,SPEC,
893862,vale,SPEC,
894688,valt,SPEC,
894890,vampieren,SPEC,
894989,vampiers,SPEC,
896879,vanachter,BW,
896889,vanaf,BW,
896891,vanaf,VZ,
896966,vanbinnen,BW,
896970,vanboven,BW,
896974,vanbuiten,BW,
897042,vandaan,ADJ,
897044,vandaan,BW,
897046,vandaan,VZ,
897048,vandaan,WW,
897065,vandaar,BW,
897547,vanmiddag,BW,
897611,vanochtend,BW,
897616,vanonder,BW,
897626,vanouds,BW,
897670,vanuit,BW,
897672,vanuit,VZ,
897691,vanwaar,BW,
897708,vanzelf,BW,
897833,varend,SPEC,
897995,varkens,SPEC,
899481,vecht,SPEC,
899585,vechtjassen,SPEC,
899672,vechtsporten,SPEC,
899865,veeboeren,SPEC,
900059,veelal,BW,
900090,veeleer,BW,
900349,veert,SPEC,
900353,veertien,TW,
900366,veertiende,SPEC,
900370,veertienduizend,TW,
900394,veertigduizend,TW,
900570,vegetariërs,SPEC,
900723,veiliggesteld,SPEC,
900882,veiligheidscontroles,SPEC,
900913,veiligheidsdiensten,SPEC,
900970,veiligheidshalve,BW,
901541,velden,SPEC,
901763,vele,VNW,
902712,veraf,BW,
902714,verafgelegen,ADJ,
902716,verafgelegen,N,
903075,verban,SPEC,
903209,verbazingwekkende,SPEC,
903373,verbied,SPEC,
903424,verbijstert,SPEC,
903432,verbind,SPEC,
903583,verbleef,SPEC,
903782,verbolgen,ADJ,
903785,verbolgen,N,
903821,verborg,SPEC,
903867,verbrand,SPEC,
904219,verdampers,SPEC,
904231,verdampt,SPEC,
904421,verdeeld,ADJ,
904423,verdeeld,SPEC,
904425,verdeeld,WW,
904832,verdoe,SPEC,
904846,verdoemde,SPEC,
905132,verdovingsmiddelen,SPEC,
905349,verdrink,SPEC,
905375,verdrinkende,SPEC,
905403,verdronk,SPEC,
905523,verdun,SPEC,
905609,verdwijn,SPEC,
905666,verdwijningen,SPEC,
905684,verdwijnt,SPEC,
905868,verenigde,SPEC,
905904,verenigden,SPEC,
906114,verfijnde,ADJ,
906116,verfijnde,WW,
906314,verg,SPEC,
906343,vergaat,SPEC,
906454,vergat,SPEC,
906478,vergeefse,SPEC,
906482,vergeet,SPEC,
906774,vergevingsgezinde,SPEC,
906796,vergezelde,SPEC,
906881,vergiftigde,SPEC,
907048,vergrendeld,SPEC,
907109,vergroot,SPEC,
907339,verhandelde,SPEC,
907559,verhit,ADJ,
907563,verhit,WW,
907803,verhuizingen,SPEC,
908668,verkenners,SPEC,
908967,verkikkerd,ADJ,
908969,verkikkerd,WW,
909059,verkleed,SPEC,
909091,verklein,SPEC,
909222,verkloot,SPEC,
909335,verkocht,SPEC,
909682,verkort,ADJ,
909684,verkort,SPEC,
909686,verkort,WW,
909713,verkozene,SPEC,
909956,verlaag,SPEC,
910211,verleg,SPEC,
910375,verlengde,SPEC,
910497,verliefde,SPEC,
910523,verliesgevend,ADJ,
910525,verliesgevend,WW,
910546,verliet,SPEC,
910795,verloren,ADJ,
910798,verloren,N,
910820,verlorenen,SPEC,
911061,verman,SPEC,
911098,vermant,SPEC,
911282,vermink,SPEC,
911441,vermoeide,SPEC,
911513,vermom,SPEC,
911587,vermoord,SPEC,
911602,vermoordde,SPEC,
911612,vermoorde,SPEC,
911804,vernederd,SPEC,
911957,vernietig,SPEC,
912106,vernieuwd,SPEC,
912313,verondersteld,SPEC,
912449,verontrust,ADJ,
912451,verontrust,WW,
912549,veroordeel,SPEC,
912551,veroordeeld,SPEC,
912626,veroorzaakte,SPEC,
912906,verplaats,SPEC,
913090,verpletterd,SPEC,
913298,verras,SPEC,
913333,verrassende,SPEC,
913444,verre,BW,
913446,verre,SPEC,
913512,verreweg,BW,
913758,versa,SPEC,
913792,verschaf,SPEC,
913879,verscheur,SPEC,
913881,verscheurd,SPEC,
914028,verscholen,ADJ,
914031,verscholen,N,
914064,verschoon,SPEC,
914091,verschrikkelijke,SPEC,
914189,verschuldigd,ADJ,
914192,verschuldigd,WW,
914241,versier,SPEC,
914249,versierd,SPEC,
914419,verslaat,SPEC,
914609,versloeg,SPEC,
914869,verspreid,ADJ,
914871,verspreid,WW,
915056,versteend,ADJ,
915059,versteend,WW,
915175,verstijfde,SPEC,
915250,verstoot,SPEC,
915488,verstuur,SPEC,
915530,vertaal,SPEC,
915564,vertaalt,SPEC,
915727,verteld,SPEC,
915814,vertellers,SPEC,
915825,vertelt,SPEC,
915923,vertoef,ADJ,
915925,vertoef,WW,
915984,vertoonde,SPEC,
915986,vertoont,SPEC,
916019,vertraagd,SPEC,
916204,vertroebelt,SPEC,
916807,vervoeg,SPEC,
916836,vervoerde,SPEC,
916874,vervoersbewijzen,SPEC,
916948,vervolgens,BW,
917202,verwachte,SPEC,
917244,verwachtingsvolle,SPEC,
917287,verwarden,SPEC,
917422,verwees,SPEC,
917463,verwelkom,SPEC,
917615,verwerp,SPEC,
917713,verwijderde,SPEC,
917809,verwikkeld,SPEC,
917831,verwissel,SPEC,
917941,verwonde,SPEC,
918216,verzegel,SPEC,
918249,verzeker,BW,
918292,verzekeringen,SPEC,
918716,verzocht,SPEC,
918825,verzorg,SPEC,
918831,verzorgde,SPEC,
919046,vespers,SPEC,
919073,vesten,SPEC,
919090,vestig,SPEC,
919214,vetcellen,SPEC,
919261,veteranen,SPEC,
919565,vetzakken,SPEC,
919713,via,SPEC,
919715,via,VZ,
919981,vice,SPEC,
921396,vierde,SPEC,
921398,vierde,TW,
921438,vierdubbele,SPEC,
921440,vierduizend,TW,
921476,vierendertig,TW,
921490,vierennegentig,TW,
921492,vierentachtig,TW,
921494,vierentwintig,TW,
921500,vierenveertig,SPEC,
921502,vierenveertig,TW,
921505,vierenvijftig,TW,
921508,vierenzestig,TW,
921514,vierenzeventig,TW,
921530,vierhonderd,TW,
921641,viermaal,BW,
921888,vietnamezen,SPEC,
922256,vijfendertig,TW,
922283,vijfentachtig,TW,
922286,vijfentwintig,TW,
922292,vijfentwintigduizend,TW,
922304,vijfenvijftig,TW,
922307,vijfenzestig,TW,
922310,vijfenzeventig,TW,
922330,vijfhonderd,TW,
922420,vijfmaal,BW,
922505,vijftienhonderd,TW,
922817,vilders,SPEC,
923562,ving,SPEC,
923611,vingerafdrukken,SPEC,
924474,viriele,SPEC,
924499,virtual,SPEC,
925306,vissers,SPEC,
925623,vitae,SPEC,
925638,vitale,SPEC,
928072,vlij,ADJ,
928074,vlij,WW,
929051,vluchtelingen,SPEC,
929629,vodden,SPEC,
930621,voetbalvandalen,SPEC,
930838,voetstappen,SPEC,
930924,vogelaars,SPEC,
931128,vogels,SPEC,
931445,volbloeden,SPEC,
931509,voldaan,ADJ,
931512,voldaan,WW,
931606,volg,SPEC,
931652,volgeboekt,ADJ,
931655,volgeboekt,WW,
931705,volgende,ADJ,
931707,volgende,WW,
932310,volle,SPEC,
932416,volmaakte,SPEC,
932461,volop,BW,
932582,volstaat,SPEC,
932591,volstond,SPEC,
932754,voluit,BW,
933592,vooraf,BW,
933614,voorafgegaan,SPEC,
933625,vooral,BW,
933627,vooral,SPEC,
933631,vooraleer,VG,
933637,vooralsnog,BW,
933776,voorbereidend,SPEC,
934030,voordat,VG,
934033,voordat,VZ,
934114,voordien,BW,
934199,vooreerst,BW,
934245,voorgangers,SPEC,
934319,voorgevoelens,SPEC,
934376,voorheen,BW,
934453,voorin,BW,
934944,voornaamste,SPEC,
934964,voornemens,BW,
935006,voorop,BW,
935037,voorover,BW,
935279,voorrondes,SPEC,
935908,voorts,BW,
936195,voorvaderen,SPEC,
936268,voorwaar,BW,
936270,voorwaar,SPEC,
936414,voorzeker,BW,
936468,voorzie,SPEC,
936700,voren,BW,
937059,vossen,SPEC,
938154,vredestichters,SPEC,
938388,vreemdgaat,SPEC,
938965,vriest,SPEC,
939069,vrijdag,SPEC,
939099,vrijdagen,SPEC,
939220,vrijers,SPEC,
939287,vrijgelaten,SPEC,
939334,vrijgevochten,ADJ,
939336,vrijgevochten,N,
939601,vrijheidsstrijders,SPEC,
939763,vrijmetselaars,SPEC,
940232,vrolijke,SPEC,
940461,vrouwen,SPEC,
940946,vrouwenstudies,SPEC,
941326,vruchten,SPEC,
942318,vurige,SPEC,
942329,vut,SPEC,
942489,vuurgevechten,SPEC,
942792,vuurwapens,SPEC,
943705,waaraan,BW,
943722,waarbij,BW,
943724,waarbinnen,BW,
943946,waardoor,BW,
943954,waargebeurd,ADJ,
943957,waargebeurd,WW,
944089,waarin,BW,
944133,waarmede,BW,
944135,waarmee,BW,
944144,waarna,BW,
944146,waarnaar,BW,
944148,waarnaartoe,BW,
944261,waaronder,BW,
944263,waaronder,SPEC,
944271,waarover,BW,
944273,waarover,VG,
944419,waarschuwingsschoten,SPEC,
944457,waartoe,BW,
944465,waaruit,BW,
944467,waarvan,BW,
944472,waarvandaan,BW,
945256,wagenwijd,ADJ,
945258,wagenwijd,WW,
945523,wakeman,SPEC,
945742,walden,SPEC,
945921,walk,SPEC,
945973,walkers,SPEC,
946466,walt,SPEC,
946930,walvissen,SPEC,
947162,wandelingetje,SPEC,
947410,wanhopige,SPEC,
947471,wanneer,ADJ,
947473,wanneer,BW,
947476,wanneer,SPEC,
947478,wanneer,VG,
947480,wanneer,WW,
947756,wapenbezitters,SPEC,
948064,wapens,SPEC,
948384,warden,SPEC,
950358,waterfront,SPEC,
950593,waterloo,SPEC,
950615,watermannen,SPEC,
950843,waters,SPEC,
951061,watertanks,SPEC,
951420,watts,SPEC,
952456,wederom,BW,
952458,wederom,SPEC,
952552,wedijverde,SPEC,
953198,weel,BW,
953200,weel,SPEC,
953231,ween,SPEC,
953305,weeral,BW,
953391,weergaloze,SPEC,
953559,weerom,BW,
953670,weersta,SPEC,
953744,weert,SPEC,
953835,weerwolven,SPEC,
953935,weesgegroetjes,SPEC,
953982,weeskinderen,SPEC,
954355,wegdommelde,SPEC,
954517,wegga,SPEC,
954552,weggeblazen,SPEC,
954567,weggeglipt,SPEC,
955101,wegpiraten,SPEC,
955991,weiger,SPEC,
955998,weigerden,SPEC,
956612,weldra,BW,
956639,weleer,BW,
956641,weleer,SPEC,
956678,welgemeend,ADJ,
956681,welgemeend,WW,
956695,welgesteld,ADJ,
956700,welgesteld,WW,
956702,welgeteld,BW,
956721,welhaast,BW,
956728,weliswaar,BW,
956749,welke,VNW,
956757,welker,SPEC,
957050,wellicht,BW,
957058,wellington,SPEC,
957072,wellingtons,SPEC,
957120,welluidend,ADJ,
957123,welluidend,WW,
957201,welpen,SPEC,
957268,welt,SPEC,
957310,welteverstaan,BW,
957402,welwillende,SPEC,
957498,wemelt,SPEC,
957671,wendt,SPEC,
957786,weners,SPEC,
957939,wensend,SPEC,
957959,wenskaarten,SPEC,
958011,went,SPEC,
958032,wentelteefjes,SPEC,
958100,werd,SPEC,
958373,wereldkampioenschappen,SPEC,
958703,wereldwijde,SPEC,
958728,wereldwonderen,SPEC,
959044,werkers,SPEC,
959300,werknemers,SPEC,
959694,werkzoekenden,SPEC,
960550,westelijke,SPEC,
960632,westerlingen,SPEC,
961356,wethouders,SPEC,
963341,wiedes,BW,
963343,wiedeweerga,BW,
963449,wielen,SPEC,
963552,wienerschnitzel,SPEC,
963986,wijle,VNW,
964344,wijzelf,VNW,
964902,wilds,SPEC,
965472,wille,SPEC,
965557,willens,BW,
966444,willies,SPEC,
967009,winchesters,SPEC,
967107,winderige,SPEC,
967209,windmolens,SPEC,
967568,winkelcentra,SPEC,
969271,without,SPEC,
970427,woensdagen,SPEC,
970486,woeste,SPEC,
970635,woestijnratten,SPEC,
971059,wolken,SPEC,
971188,wolven,SPEC,
971494,wonderbaarlijke,SPEC,
971706,wonderwel,BW,
972447,woonwagens,SPEC,
972454,woonwijken,SPEC,
972513,woorden,SPEC,
972814,wordt,SPEC,
972944,world,SPEC,
973119,wormgaten,SPEC,
973200,worpen,SPEC,
973289,worstelkampioen,ADJ,
973291,worstelkampioen,N,
973918,wratten,SPEC,
973966,wrede,SPEC,
973968,wreder,SPEC,
974512,wurg,SPEC,
975907,xtc-pillen,SPEC,
976676,yankees,SPEC,
976712,yanks,SPEC,
976849,yards,SPEC,
977282,yes,SPEC,
979657,zaden,SPEC,
980239,zakkig,ADJ,
980242,zakkig,WW,
980663,zander,SPEC,
980955,zangeressen,SPEC,
981353,zaterdagen,SPEC,
981771,zedelijke,SPEC,
981806,zedendelicten,SPEC,
981855,zedenzaken,SPEC,
982122,zeek,SPEC,
982251,zeemannen,SPEC,
983105,zegt,SPEC,
983303,zeikerds,SPEC,
983635,zekers,BW,
983740,zeldzaams,SPEC,
984512,zelfs,BW,
984740,zelfvoldaan,ADJ,
984745,zelfvoldaan,BW,
984747,zelfvoldaan,SPEC,
984750,zelfvoldaan,WW,
984881,zeloten,SPEC,
984883,zelve,BW,
985535,zeppelins,SPEC,
985766,zesde,SPEC,
985768,zesde,TW,
985794,zesduizend,TW,
985799,zesendertig,TW,
985816,zesennegentig,TW,
985818,zesentachtig,TW,
985822,zesentwintig,TW,
985836,zesenvijftig,TW,
985839,zesenzestig,TW,
985842,zesenzeventig,TW,
985851,zeshonderd,TW,
985858,zeshonderdduizend,TW,
985884,zesje,SPEC,
985899,zesmaal,BW,
985950,zestienduizend,TW,
985953,zestienhonderd,TW,
985960,zestig,TW,
985969,zestigduizend,TW,
986337,zevende,SPEC,
986339,zevende,TW,
986353,zevenduizend,TW,
986360,zevenendertig,TW,
986386,zevenentachtig,TW,
986391,zevenentwintig,TW,
986396,zevenenveertig,TW,
986400,zevenenvijftig,TW,
986405,zevenenzeventig,TW,
986411,zevenhonderd,TW,
986436,zevenmaal,BW,
986440,zevens,SPEC,
986786,zichzelf,BW,
986788,zichzelf,VNW,
987216,ziekenhuizen,SPEC,
987702,zienderogen,BW,
988379,zijne,VNW,
988396,zijns,SPEC,
989809,zoal,BW,
989907,zodat,VG,
989910,zodat,VZ,
989980,zodoende,BW,
989984,zodra,VG,
989986,zodra,VZ,
990182,zoekgeraakte,SPEC,
990279,zoekt,SPEC,
990608,zogeheten,ADJ,
990610,zogeheten,N,
990674,zoiets,BW,
990676,zoiets,VNW,
990704,zojuist,BW,
990720,zolang,BW,
990722,zolang,VG,
990889,zombies,SPEC,
991291,zomin,BW,
991396,zondagen,SPEC,
991752,zonet,BW,
991784,zonk,SPEC,
992105,zonnetempel,SPEC,
992402,zopas,BW,
992580,zorgverzekeraars,SPEC,
992715,zou,SPEC,
992784,zoute,SPEC,
992966,zoveelste,TW,
993008,zowat,BW,
993014,zowel,BW,
993047,zozo,BW,
993650,zuiderlingen,SPEC,
993839,zuidwesten,ADJ,
993841,zuidwesten,N,
993879,zuig,SPEC,
993923,zuigend,SPEC,
993925,zuigende,SPEC,
994009,zuigt,SPEC,
994160,zuivere,SPEC,
994329,zulke,VNW,
994716,zusters,SPEC,
995211,zwaarbeveiligd,ADJ,
995213,zwaarbeveiligd,WW,
995346,zwaardvissen,SPEC,
995639,zwakt,TW,
995725,zwanen,SPEC,
996300,zwarts,SPEC,
996629,zwel,SPEC,
997053,zwerf,SPEC,
997304,zwijg,SPEC,
997547,zwoegt,SPEC,
997564,zwol,SPEC,
